x,y,title,player,population,alliance,tribe,uid,aid,did
20,98,Village grp BG V1,CaptainHook,272,DEUS,Teutons,3326,50,70068
24,-180,Village Manatopia,BennyManatee,272,COP,Romans,16753,507,59775
25,-9,Village 02,Athelon,272,D.H.,Romans,424,5,73601
41,186,Village Village de Obé,Obé,272,Cz.Sk,Teutons,18384,361,61898
46,-178,Village Gaspadorija/sostinė,Gaspadorija,272,Cz.Sk,Romans,17235,361,60444
65,-32,Village SIRI,SIRI,272,Tribe Romans,Romans,2208,,28120
81,16,Village GAZZE,ATİLLA,272,TUR,Teutons,2200,57,71617
94,-199,Village EL,soti,272,H2R,Gauls,22691,91,73822
103,-1,Village Natars 103|-1,Natars,272,Tribe Natars,Natars,1,,43463
118,-100,Village قرية Don1,Don1,272,Tribe Teutons,Teutons,12210,,54431
117,189,Village Gabi,Gabii,272,LTU A,Gauls,16494,427,72068
136,20,Village Oehthinet,Kaythor,272,A-P,Teutons,22925,397,72971
156,46,Village Raventia Secunda,Rave,272,H2R,Romans,13702,91,71843
171,100,Village Village de Wahei,Wahei,272,TURC0,Gauls,19960,417,63983
-188,-47,Village Vesnice: Javanasse,Javanasse,271,WF,Romans,19215,328,63013
-113,-180,Village BUZANIN,fafcin,271,CU+AS,Gauls,22389,25,66971
-104,106,Village Pedago´s Dorp,Pedago,271,Tribe Gauls,Gauls,11015,,53107
-59,-86,Village 00-OSIMHEN,CANGSTER,271,TR,Gauls,3425,28,62475
-53,164,Village Redpanda5`s village,Redpanda5,271,Tribe Gauls,Gauls,14961,,57675
-51,-152,Village 1111,AMBIK,271,Tribe Gauls,Gauls,12944,,55227
-36,-13,Village München,Bavarian,271,TR_,Teutons,732,268,67541
18,-101,Village tele 1,lovepotion,271,QoQ,Teutons,874,10,60776
64,130,Village TRIA,Athe-naze,271,DEUS,Teutons,3513,50,73403
69,106,Village 00 og maco,wizzz,271,Hi,Romans,1381,41,68193
83,-178,Village BOLŞEVİK Köyü,BOLŞEVİK,271,Tribe Gauls,Gauls,19598,,63484
132,-132,Village Aldeia do Urg9,Urg9,271,Tribe Gauls,Gauls,17874,,61243
128,156,Village Everest,Snack,271,Hi,Gauls,283,41,67490
136,150,Village 1. Привет сосед,Radist55,271,Hi2.0,Teutons,20765,432,65035
153,160,Village Left,janeinthejungle,271,Hi,Gauls,23272,41,68101
163,194,Village Osada: EdekOdKredek,EdekOdKredek,271,Tribe Romans,Romans,25556,,70862
178,-186,Village Село од Dzenifer,Dzenifer,271,TVILG,Gauls,25751,488,71083
177,-64,Village Uusi kylä,Majuri,271,SE A,Gauls,18106,273,74575
-159,-152,Village Sat nou,jij,270,NKF-A,Gauls,1404,152,70161
-139,-4,Village Village de Ricardau,Ricardau,270,Tribe Romans,Romans,9730,,51529
-119,-67,Village 1QG`s village,1QG,270,AO2,Gauls,8724,168,74422
-117,27,Village TekkTown,Jashchoor,270,K.B,Romans,7133,357,72028
-94,90,Village Vesnice: Rusalka,Rusalka,270,KB-2,Romans,8392,118,49558
-86,-20,Village efendy65`s village,efendy65,270,Tribe Gauls,Gauls,3711,,36614
-52,160,Village Shurtds`s village,Shurtds,270,KHEXT,Teutons,14261,381,56878
-38,-117,Village Zetla`s village,Zetla,270,Tribe Teutons,Teutons,7459,,48039
-28,-18,Village 03. Village,woodyleg,270,I.P,Romans,260,3,74020
-27,116,Village Yeni Köy,alkoc55,270,KB-1,Romans,6336,172,71036
-21,136,Village Dayweed/sostinė,Dayweed,270,KB-2,Teutons,9514,118,51278
-14,-41,Village 0,Origami,270,TR_,Romans,4617,268,72088
-9,144,Village 1,Dinozaver,270,Tribe Teutons,Teutons,10424,,52354
6,-74,Village Botany Bay,NoonienSingh,270,HZR2,Gauls,1892,92,63767
17,-178,Village Dorf von MeisterNogger,MeisterNogger,270,Tribe Teutons,Teutons,16221,,59184
19,-12,Village 15 Ccc,Johnny Bravo,270,P.A,Teutons,1915,61,65613
34,149,Village panikAtak Köyü,panikAtak,270,ALH2,Gauls,11840,441,54014
196,-137,Village Il Bronx,NicolaSolli,270,SaRdI,Gauls,24800,423,69944
37,-17,Village 43% Burnt_Z,Nuts,270,QoQ,Romans,730,10,74143
54,157,Village 2-SUPRACİDE,TAMARON,270,TUR,Gauls,4099,57,70089
80,-2,Village Aldea de Robertus,Robertus,270,Tribe Gauls,Gauls,2939,,32505
80,170,Village 03.Melania,ArTiKa,270,DEUS,Gauls,3853,50,73852
90,-30,Village Marcola Is Yag,PinguLin,270,PA,Gauls,2992,43,60728
106,69,Village Natars 106|69,Natars,270,Tribe Natars,Natars,1,,48681
140,-120,Village EdAlmighty`s village,EdAlmighty,270,QoQ,Gauls,17289,10,60516
138,-28,Village Arena Albionu,billcutting,270,Tribe Gauls,Gauls,10091,,52006
-196,192,Village 01,Csiri-bá,269,HUNok,Gauls,18321,22,73312
-145,-184,Village Tooomika123 faluja,Tooomika123,269,VK,Teutons,24430,259,69482
-141,7,Village 02 New World,Razhi,269,K.B,Romans,9529,357,70074
-113,-104,Village Pelaajan LoyalHunter kylä,LoyalHunter,269,Tribe Gauls,Gauls,12030,,54208
-104,104,Village 2 +,mno,269,Tribe Gauls,Gauls,7066,,69780
-84,-177,Village B02,booyah,269,AO2,Romans,10415,168,74220
-82,63,Village Natars -82|63,Natars,269,Tribe Natars,Natars,1,,42771
-58,-94,Village Vesnice: JoniNaKoni,JoniNaKoni,269,Tribe Gauls,Gauls,5875,,44927
-15,86,Village Natars -15|86,Natars,269,Tribe Natars,Natars,1,,35741
-9,-99,Village •Rohan•,Pingui Bow,269,P.A,Gauls,6636,61,73686
-8,-59,Village Natars -8|-59,Natars,269,Tribe Natars,Natars,1,,23283
7,-59,Village 03 ELS PUTESSSSS,Doctor Nick,269,AO,Gauls,1085,84,73425
11,-51,Village No Time To Die,SmoothWolf,269,D.H.,Gauls,1042,5,68083
18,-61,Village AC/DC,Mettalero,269,P.A,Gauls,6945,61,64693
21,-71,Village 03. Dark Crow,DarkSiders,269,P.A,Gauls,1934,61,72775
25,19,Village Dorex1,Dorex,269,APEX,Gauls,146,90,67517
41,-151,Village Aldeia do Pires & Pires,Pires & Pires,269,Cz.Sk,Romans,12285,361,54497
82,-97,Village JOHN SHELBY,Lospeaky,269,PA,Teutons,597,43,74659
109,196,Village Vesnice: martan,martan,269,Tribe Gauls,Gauls,23570,,68478
-199,54,Village Aldeia do ThetugakinG,ThetugakinG,268,Tribe Romans,Romans,21274,,65654
-150,32,Village Natars -150|32,Natars,268,Tribe Natars,Natars,1,,53870
-132,-103,Village Teo’s WoW_2,burakyaldiz,268,TR,Teutons,14332,28,72204
-116,-91,Village 2. AF,Selkan,268,NKF,Teutons,10469,65,70097
-33,20,Village 2. Yn Ail,Bangorstu,268,KB,Romans,268,53,70506
-4,37,Village [00] Fpigna94,fpigna,268,SSQ,Romans,1534,14,72642
8,78,Village Villaggio di KamiKaruro,KamiKaruro,268,Tribe Romans,Romans,2753,,31050
9,39,Village Villaggio di Pium,Pium,268,Tribe Gauls,Gauls,157,,17798
21,173,Village 02 Aubervilliers,MCToinou,268,H2R,Romans,13454,91,73845
30,-23,Village 03 Kang Kiwi,Kiwis Guerreros,268,P.A,Teutons,642,61,72981
37,-66,Village *02*,Powell,268,P.A,Romans,1998,61,73229
79,49,Village Cythère,Oté,268,dudus,Romans,3839,214,73488
173,-13,Village DarkHunter2`s village,DarkHunter2,268,-HV-,Gauls,15292,283,58061
-193,-37,Village D1,DMRL,267,SE A,Teutons,20705,273,73564
-126,-117,Village Singapore,straikah,267,Tribe Gauls,Gauls,15581,,72619
-121,43,Village QuiKci`s village,QuiKci,267,Tribe Romans,Romans,8053,,48999
-94,-176,Village 1903,Geroy,267,IV-th,Romans,2524,181,72441
-78,118,Village 00,medelbar,267,SSQ2,Romans,9650,206,72074
-72,10,Village Aldea de SONNY,SONNY,267,Tribe Gauls,Gauls,2314,,28824
-62,159,Village Villaggio di Sneezy,Sneezy,267,KB-2,Gauls,14801,118,57497
-59,187,Village Aldeia do TOPG,TOPG,267,Tribe Romans,Romans,19517,,63382
-37,30,Village Via1,Viacom,267,HZR2,Gauls,5125,92,68387
-31,140,Village 03.Victory,Xyren,267,W!LDS,Teutons,195,39,72824
-19,50,Village New village,kliuska,267,LTU,Teutons,1262,15,73524
14,97,Village 2) SÜLLER,Kermit,267,TUR,Romans,4557,57,72557
43,-107,Village BRAVAS,BARRA BRAVAS,267,Tribe Romans,Romans,6507,,71785
61,-64,Village 00 Raaz,Raaz,267,Tribe Gauls,Gauls,3641,,36252
83,41,Village Київ,Mike_Leroy,267,Tribe Gauls,Gauls,4041,,38426
78,127,Village Деревня Philimon80,Philimon80,267,Tribe Gauls,Gauls,11194,,53333
85,157,Village 02,amtbjames,267,Hi,Gauls,1995,41,66429
88,137,Village Vesnice: Vraždícímáma,Vraždícímáma,267,ALH3,Gauls,13432,491,55819
143,-162,Village Naselje - zoyaCat,zoyaCat,267,TVILG,Gauls,22757,488,67460
140,174,Village Karaabdülbaki Köyü,karaabdülbaki,267,ALH2,Gauls,23466,441,68343
163,-168,Village Naselje - Snake18,Snake18,267,TVILG,Gauls,24455,488,69510
179,-158,Village Villaggio di IronSword59,IronSword59,267,SaRdI,Gauls,24795,423,69938
192,200,Village 02.- Scream,GhostFace,267,Tribe Teutons,Teutons,2503,,64182
-192,199,Village Styperion naselje,Styperion,266,Tribe Gauls,Gauls,26193,,71623
-143,-72,Village Villaggio di MarcoM-_-8,MarcoM-_-8,266,Tribe Teutons,Teutons,12991,,55289
-136,30,Village ŞıMaRıK [01],ŞıMaRıK,266,Tribe Romans,Romans,9600,,51392
-84,-83,Village BETONOV,cement,266,czsk,Romans,1863,49,68080
-74,-72,Village Anthopy`s village,Anthopy,266,Tribe Gauls,Gauls,5174,,43160
-49,108,Village T011,Rimkrt,266,W!LDS,Romans,6704,39,73570
-39,-53,Village gROMATROSEN´s landsb,gUROMATROSEN,266,I.P,Romans,1592,3,73495
-6,-138,Village Kuğulu 1,erdii,266,Turan,Gauls,8755,105,70120
-4,-24,Village Dubai01,Mr.Villain,266,I.P,Gauls,391,3,63807
0,176,Village Vesnice: Global07CZ,Global07CZ,266,ww3,Gauls,15779,388,58685
15,-63,Village Black Dragon,mauros07,266,dudu,Teutons,1409,62,72519
38,-111,Village Nauja gyvenvietė,ZaukosTransport,266,Aga,Teutons,9210,560,74131
55,3,Village II,Shadow,266,LS,Romans,1227,117,71326
53,40,Village Natars 53|40,Natars,266,Tribe Natars,Natars,1,,25957
137,-63,Village 2. Barad-dûr,Gundahar,266,SE A,Gauls,10986,273,70921
156,136,Village Help Me,r0tkv1ca,266,Hi2.0,Romans,21569,432,65985
-128,167,Village Intarsz`s village,Intarsz,265,VII,Gauls,21966,467,66449
-120,50,Village Beaune,RomainH21,265,Tribe Romans,Romans,8389,,49555
-119,-48,Village Kiara,Shadowmelinou,265,Tribe Gauls,Gauls,8200,,49336
-99,112,Village 1. Tokyo,Sebos,265,Tribe Gauls,Gauls,11016,,71896
-86,109,Village louveteau 3,michou,265,mich,Romans,7082,394,74008
-72,-9,Village قرية Era,Era,265,Tribe Gauls,Gauls,2454,,29551
-48,-106,Village 00. Ragnar,Ragnar97,265,AO3,Romans,7380,223,72430
33,56,Village 01 Jetřichov,Maty,265,CZ&SK,Gauls,1332,77,71628
66,-58,Village Dorf von Lissy,Lissy,265,Tribe Gauls,Gauls,3667,,36415
73,-28,Village Village de onurb,onurb,265,l f b,Teutons,2857,38,31760
68,109,Village Деревня EpicBeast,EpicBeast,265,Tribe Gauls,Gauls,8169,,49271
84,-86,Village Doma`s village,Doma,265,Tribe Teutons,Teutons,7127,,47298
80,26,Village Sudoměřice,dikobraz,265,APEX,Gauls,3134,90,71904
102,-32,Village Sun 2,Sun,265,LS,Teutons,5486,117,70888
136,79,Village Capitol,Gogendantes,265,H2R2,Gauls,10732,186,69998
-171,-76,Village Pelaajan MatteusII kylä,MatteusII,264,WF,Teutons,17843,328,61206
-122,48,Village 04 Sjöormen,Somnus,264,W!LDS,Teutons,7608,39,74538
-67,8,Village 543V`s village,543V,264,Tribe Romans,Romans,1870,,25942
-60,-197,Village Lovely,Dely,264,Tribe Romans,Romans,21398,,65792
-56,-124,Village Uusi kylä,baconmolly,264,I.P,Gauls,9234,3,72545
-16,-33,Village 00. Hey Antek2 Aseng,Hope,264,NKF,Romans,234,65,73878
-16,187,Village Corinth,Gefestidze,264,SSQ3,Romans,17755,282,73472
34,56,Village Castra Nova,Mundok12,264,CZ&SK,Romans,2128,77,71978
198,-32,Village reklibmat Köyü,reklibmat,264,-HV-,Gauls,20712,283,64973
50,12,Village Natars 50|12,Natars,264,Tribe Natars,Natars,1,,19695
75,-169,Village LOCALITA&#39; CASANUOVA,fra45,264,SK.xx,Gauls,17486,537,60774
83,-163,Village Vesnice: AdO36,AdO36,264,Tribe Romans,Romans,17074,,60199
77,-97,Village Byhålan,WoodChief,264,duduk,Gauls,7502,280,72679
108,-10,Village The Art of War I.,Dejwczek,264,LS,Gauls,9491,117,72658
133,-11,Village Ersay-2,Ersay,264,Rohan,Gauls,9078,119,72348
134,90,Village camden,crabman,264,Tribe Gauls,Gauls,13102,,55423
127,186,Village Dorf von Warriors89,Warriors89,264,Tribe Gauls,Gauls,23655,,68573
142,98,Village Novo naselje,Andreja,264,Tribe Gauls,Gauls,14468,,73119
160,-94,Village ktkakl`s village,ktkakl,264,QoQ,Teutons,17682,10,61029
185,-11,Village Village de oromis,oromis,264,MULLI,Romans,17522,312,60818
195,-158,Village Vesnice: lucluc,lucluc,264,UL,Gauls,25501,493,70799
-183,157,Village StringerBell Köyü,StringerBell,263,#ARV1,Romans,24864,387,70022
-127,126,Village Bracara Augusta,Downatello,263,dudus,Romans,16388,214,73156
-96,-34,Village Luks_`s village,Luks_,263,Tribe Gauls,Gauls,5050,,42704
-58,48,Village The Prancing Pony,Yikes,263,SSQ3,Romans,993,282,73412
-18,-30,Village New village,Metomanax,263,I.P,Gauls,443,3,66368
198,-1,Village İSTANBUL,heisenberg1614,263,Rohan,Romans,8789,119,71783
51,168,Village כפר חדש,TaL,263,Tribe Romans,Romans,15767,,73521
97,163,Village The Hour Of The Wolf,Despot,263,Hi,Romans,332,41,72167
98,178,Village A_1,Icarus,263,Hi,Gauls,1247,41,72818
129,-86,Village Satul lui adrianS,adrianS,263,Tribe Gauls,Gauls,12228,,54439
133,47,Village arya Köyü,arya,263,SVR,Gauls,9873,182,51705
165,-156,Village Village de Magiic_,Magiic_,263,Tribe Romans,Romans,23868,,68816
156,176,Village DejaVoyage Köyü,DejaVoyage,263,Hi2.0,Gauls,24486,432,69544
167,111,Village escalope,Ferosbarbare,263,DEUS,Teutons,2056,50,73108
-199,159,Village ÖzLord Köyü,ÖzLord,262,Tribe Romans,Romans,25597,,70906
-123,-196,Village Dedina: Hybe,Pachoo,262,Tribe Gauls,Gauls,24170,,69162
-119,-97,Village Big Rambo,Rambo8,262,AO3,Teutons,11545,223,72127
-104,41,Village nihosko Köyü,nihosko,262,TRN2,Gauls,6059,212,45357
-74,-14,Village 2,WoodSoldier2005,262,SWG,Gauls,2816,107,68940
-74,51,Village Constantinos`s village,Constantinos,262,Tribe Romans,Romans,3731,,36683
-41,56,Village Villaggio di Cippollo,Cippollo,262,HUNok,Gauls,2061,22,27040
-34,-6,Village Krokkford,Freekspo,262,TARTR,Romans,401,79,72065
-6,-188,Village sohumi`s village,sohumi,262,Tribe Gauls,Gauls,17880,,61249
-5,-53,Village Sökee09,bambam09,262,TR_,Romans,12188,268,73798
11,182,Village Teuton,Perun,262,c,Teutons,16840,443,59885
13,-90,Village Tekirdağ,yerli,262,Tribe Gauls,Gauls,3915,,37688
52,62,Village Nová Dedina,Najto,262,CZ&SK,Romans,2911,77,72522
54,118,Village Moonlight Village,Starlight,262,H2R,Romans,7728,91,71995
66,118,Village LordAnubis`s village,LordAnubis,262,Tribe Gauls,Gauls,9136,,50837
86,-64,Village Grand National,antrax,262,D.H.2,Romans,5614,177,44370
93,20,Village Realm Of Redwall,Kizunaai,262,DEUS,Romans,3528,50,74060
89,32,Village Commodo,Marco Aurelio,262,Rohan,Romans,4173,119,72084
98,-127,Village HANNİBAL,kuman,262,RGR,Romans,10663,256,70943
100,162,Village Spina di Gallia,Spina di Gallia,262,Hi,Gauls,18373,41,61887
144,-54,Village Karmageddon,KarmaX,262,AO3,Gauls,11410,223,71675
-183,177,Village Aldeia do LunLord,LunLord,261,Tribe Romans,Romans,25623,,70935
-109,3,Village KuBa [1],JensB,261,NKF-A,Romans,6293,152,72114
-100,-156,Village Que,Grattox,261,AO2,Gauls,746,168,71681
-86,-7,Village Ekvcz 2,Ekvicz,261,czsk,Gauls,3001,49,66333
-86,177,Village vg67faluja2,jano,261,HUNok,Romans,19818,22,73811
-81,176,Village terewe`s village,terewe,261,KB-2,Gauls,19115,118,62896
22,-131,Village Selo_O,Kolho_OzniK,261,dudu,Gauls,9217,62,72140
29,-28,Village Bob faluja,Bob,261,Tribe Gauls,Gauls,392,,17751
35,-133,Village Cookie House,CakeMan,261,TBD,Gauls,10157,490,72551
50,-167,Village New village,Carcaco,261,AC33,Gauls,15068,251,73149
53,-162,Village Regne de Mallorca,ALMOGAVER33,261,AC33,Teutons,14534,251,72380
57,187,Village 00,metro,261,AC33,Romans,21306,251,73116
88,-171,Village Barca,D-man,261,SK.xx,Gauls,18820,537,62422
100,16,Village Vyhýbka,Lolkar,261,CZ&SK,Romans,5600,77,70485
100,168,Village Vesnice: SandyFoxCZE,SandyFoxCZE,261,ALH2,Gauls,19548,441,63421
106,-44,Village degido/sostinė,degido,261,D.H.2,Gauls,6574,177,46263
153,-100,Village Daba72`s village,Daba72,261,Tribe Gauls,Gauls,17088,,60222
151,-78,Village Ceset Köyü,Ceset,261,Turan,Romans,14750,105,57418
158,-69,Village Village de Nealys,Nealys,261,Tribe Gauls,Gauls,15092,,57814
169,-120,Village First,PhysX,261,SE A,Romans,12552,273,72132
191,199,Village Villa Druida,FalaPinguino,261,P.A.,Gauls,3787,160,74215
-171,76,Village Vesnice: CZSezik,CZSezik,260,Tribe Romans,Romans,17711,,61059
-117,8,Village Osada: Angie,Angie,260,TB,Gauls,6642,83,46394
-73,7,Village опаа,sime,260,Tribe Gauls,Gauls,2362,,29066
-51,-156,Village Aldea de ModoCasper,ModoCasper,260,Tribe Gauls,Gauls,13637,,56088
-45,-182,Village Novo naselje,Pidino,260,OFF,Teutons,787,9,70694
-14,-54,Village Mcfraggy 1v,Mcfraggy,260,I.P,Gauls,1050,3,67323
-9,-49,Village Osada: Kangurek,Kangurek,260,Tribe Romans,Romans,921,,19733
24,-191,Village Joopnth`s village,Joopnth,260,SU,Gauls,18901,174,62528
197,-3,Village Osada: My 1,conic,260,-HV-,Gauls,19890,283,63880
36,-66,Village *01*,Powell,260,P.A,Romans,1998,61,60143
37,41,Village 01 Turbin,Turbin,260,Hi2.0,Romans,1184,432,66759
46,191,Village Aldeia da Maron,Maron,260,Tribe Gauls,Gauls,19565,,63441
63,44,Village Dinnye81`,Dinnye81,260,Tribe Gauls,Gauls,2655,,30559
83,140,Village Vesnice: Honzik,Honzik,260,ALH3,Romans,13434,491,55821
108,-53,Village Schnoedi`s village,Schnoedi,260,Tribe Teutons,Teutons,7179,,47417
119,64,Village Natars 119|64,Natars,260,Tribe Natars,Natars,1,,50823
152,117,Village 00,trizzot,260,ALH3,Teutons,18742,491,62334
-198,-90,Village Orléans,Damso2,259,TRN2,Teutons,22900,212,67628
-141,-178,Village Crepúsculo,Machedroth,259,Tribe Romans,Romans,23831,,68774
-136,96,Village Új falu,Jockó,259,Tribe Romans,Romans,13900,,72458
-132,-169,Village 001,darkman,259,TURA7,Romans,22525,393,67128
-120,54,Village 002,Serial Kicker,259,B&B™,Gauls,1211,197,64412
-91,-32,Village oo,Ajejej,259,Tribe Romans,Romans,4427,,40714
-62,3,Village Primus,Primus,259,SPQRo,Romans,1591,547,24216
-38,-111,Village Ronaldo,Kuhlinho,259,AO,Teutons,6575,84,62908
-36,102,Village Shepard,jackil,259,RGR,Gauls,5656,256,44489
-31,188,Village Tertineo,maly77x,259,Tribe Gauls,Gauls,18528,,62078
6,142,Village Wong 3,Wong,259,H2R,Gauls,9145,91,74714
19,18,Village PRESENT AGONY,FutureDAY,259,I.P,Teutons,596,3,67258
19,82,Village قرية Ahmad07,Ahmad07,259,KB-2,Teutons,3302,118,34018
120,-193,Village Osada: Alek,Alek,259,ALH3,Gauls,23858,491,68806
125,141,Village burdel wioska,AdolfHermann,259,Tribe Teutons,Teutons,17988,,61391
130,4,Village R3,R3e1,259,TARTR,Teutons,7971,79,68044
171,127,Village Osada: Pytoniasty,Pytoniasty,259,Hi2.0,Gauls,22369,432,66950
188,193,Village Satul lui FRK98,FRK98,259,Hi2.0,Gauls,26078,432,71487
-131,-63,Village Mami43 Köyü,Mami43,258,Tribe Gauls,Gauls,10633,,52596
-118,-164,Village 002 desa dua,bangau putih,258,AO3,Teutons,7056,223,72427
-100,-142,Village Aldeia do nana,nana,258,DMT,Gauls,15410,421,58226
-88,-44,Village Sutyú Völgy,csabinho3,258,NKF-A,Gauls,3219,152,73205
-40,9,Village kedi_beni 7,Karizma,258,KB,Gauls,506,53,71789
-32,124,Village Çağrı2,Çağrı33,258,KB-1,Romans,9107,172,71932
-22,-166,Village RedFr’s landsby,RedFr,258,Tribe Romans,Romans,14071,,56657
-5,172,Village Osada: pio,pio,258,ww3,Gauls,14969,388,57688
9,-161,Village Aquincum,Janus Pannonius,258,SK.xx,Romans,13068,537,55378
12,-167,Village Asd/sostinė,Asd,258,Tribe Gauls,Gauls,14082,,56666
39,-199,Village Village de SamEclate,SamEclate,258,ALH3,Gauls,20900,491,65185
47,93,Village Murshed8`s village,Murshed8,258,H2R2,Gauls,5228,186,43475
94,159,Village BABER,Perplex,258,ALH,Gauls,17387,319,73303
124,161,Village MARIBOR,nioxer,258,Hi,Romans,5463,41,72864
140,22,Village Silverina50`s village,Silverina50,258,THC,Gauls,10026,227,51940
157,-148,Village Roccia del Drago,Drogho,258,TVILG,Gauls,22793,488,67504
191,84,Village spinoza´s Dorp,spinoza,258,#ARV1,Gauls,21799,387,66237
189,121,Village Osada: Tominus76,Tominus76,258,Tribe Gauls,Gauls,23548,,68452
-180,88,Village 30YK45´s Dorp,30YK45,257,#ARV1,Gauls,20342,387,64421
-149,22,Village Cap2,Zorua,257,K.B,Romans,12717,357,72665
-124,71,Village Blue,FireXnight,257,KB-2,Gauls,9633,118,72163
-106,-72,Village Aldeia do Shotemfade,Shotemfade,257,NKF-B,Gauls,8191,173,49327
-5,130,Village Constantine,Adrianapolis,257,H2R2,Gauls,8707,186,72360
7,8,Village 02 PISMO,Poštar,257,P.A,Teutons,137,61,60373
8,191,Village yurtbaş Köyü,yurtbaş,257,ww3,Gauls,18582,388,62142
15,56,Village Aglon,Eney,257,Tribe Gauls,Gauls,1226,,21863
32,111,Village tw by 2,Tw739,257,H2R,Romans,6516,91,69987
39,-159,Village Artena,HousePound,257,dudus,Romans,13598,214,56015
42,23,Village TR ( 1 ),Xecutiqner,257,Tribe Gauls,Gauls,531,,19745
41,26,Village Türk,61ömer61,257,HZR2,Teutons,796,92,68004
58,-80,Village Konya,Eagle,257,Turan,Romans,4132,105,69395
86,67,Village 2T. Baillonville,Mikael,257,H2R,Teutons,6122,91,67272
114,106,Village Деревня 2,Pupeni,257,Tribe Romans,Romans,1492,,66865
143,102,Village Villaggio di Pie,Pie,257,Tribe Romans,Romans,15740,,58645
181,-32,Village MAZZA LAND,TEUTONACCIO,257,SE A,Teutons,17518,273,72873
-179,59,Village 1#Kocourkov,Gatta,256,#ARV1,Teutons,20114,387,73478
-144,-42,Village Silvermoon City,Lynastus,256,czskB,Gauls,19227,261,73647
-132,-93,Village Natars -132|-93,Natars,256,Tribe Natars,Natars,1,,55487
-123,-29,Village Natars -123|-29,Natars,256,Tribe Natars,Natars,1,,48777
-91,193,Village 04 - Orca,JXina,256,W!LDS,Gauls,189,39,73596
-77,-90,Village Uteniokas/sostinė,Uteniokas,256,Tribe Romans,Romans,6893,,46731
-31,28,Village Sisi,icegamer,256,MT,Romans,139,257,72563
-25,-106,Village altdorf,anfauglir,256,Tribe Teutons,Teutons,5739,,44714
-2,63,Village Ново село,ракони,256,APEX,Gauls,1709,90,68238
41,136,Village Villaggio di FilippoCe,FilippoCe,256,Tribe Gauls,Gauls,10140,,52058
51,-76,Village 02 S,SkUlLdRoP,256,P.A,Romans,764,61,73020
116,-43,Village Új falu,Zeeus,256,Tribe Gauls,Gauls,6672,,69602
128,-129,Village Village de BraveWolf2,BraveWolf2,256,Tribe Gauls,Gauls,16900,,59971
140,-142,Village Villaggio di carbre,carbre,256,Tribe Romans,Romans,20301,,64368
146,-69,Village Natars 146|-69,Natars,256,Tribe Natars,Natars,1,,55534
149,-31,Village Village de yotlaf,yotlaf,256,LOF,Gauls,11760,286,53930
146,48,Village lisac 01,lisac,256,D.H.,Gauls,2497,5,70042
160,-77,Village 02 | Hades,Webby,256,SE A,Gauls,14210,273,72526
189,97,Village Anna,Lord Worm,256,#ARV1,Gauls,22236,387,66805
-121,-157,Village Dorf von Teza001,Teza001,255,TURA7,Teutons,20026,393,64057
-79,36,Village —V2—KARMA,ByVick22,255,SSQ,Romans,3901,14,73234
-68,60,Village 00 Brisingr,Poyoko,255,SSQ3,Romans,2684,282,63882
-67,-30,Village normke`s village,normke,255,TR_,Gauls,2389,268,29173
-58,67,Village Óbelix,Asterix,255,SSQ3,Gauls,2694,282,68314
-51,-4,Village KLP,PagaN,255,Tribe Romans,Romans,1075,,69383
-51,49,Village 2,Fonsecapt,255,SSQ2,Gauls,2038,206,72115
-47,29,Village Natars -47|29,Natars,255,Tribe Natars,Natars,1,,21647
-36,32,Village tiwUjkR`s village,tiwUjkR,255,Tribe Gauls,Gauls,9038,,19140
-22,48,Village Dorf 1,Gecko,255,Tribe Gauls,Gauls,1353,,22280
0,-100,Village Zgadnij kto?,PawelDuzePe,255,NKF-A,Gauls,1907,152,73730
12,-100,Village ROMA,davidslik,255,Tribe Romans,Romans,4857,,42120
27,-111,Village Sat nou,Clasico,255,dudu,Romans,6101,62,71868
32,76,Village Neudir`s village,Neudir,255,Tribe Gauls,Gauls,3122,,33149
49,8,Village 02 - Vizaralı,Vizaralı,255,HZR2,Gauls,818,92,66186
47,29,Village 01-Konoha,kazuma71,255,Tribe Gauls,Gauls,1123,,20658
99,37,Village Emperador 1,Emperador,255,APEX,Romans,4367,90,71901
101,93,Village KLAIPĖDA,Inferno185,255,LTU,Romans,3448,15,71660
106,-178,Village Mate naselje,Mate,255,Tribe Gauls,Gauls,21640,,66058
112,170,Village 02. Šibenik,Dreamguard,255,Hi,Gauls,2476,41,72227
125,54,Village Yeni Köy,hdhdh,255,TURCO,Romans,9380,322,72037
126,-18,Village Cartman1,EricCartman,255,Tribe Gauls,Gauls,8100,,49085
136,-32,Village Pelaajan Taikuri kylä,Taikuri,255,Tribe Romans,Romans,9933,,51786
164,117,Village Villaggio di Albosbt,Albosbt,255,BCO,Romans,20578,344,64773
171,71,Village Villo II,ZioDello,255,H2R2,Gauls,8961,186,72543
169,151,Village pradzia,Moon,255,Tribe Gauls,Gauls,1416,,69779
182,112,Village muhammet Köyü,muhammet,255,Tribe Teutons,Teutons,22403,,66987
-188,-82,Village Village de lordmart,lordmart,254,Tribe Romans,Romans,21353,,65745
-179,-102,Village umxa Köyü,umxa,254,Tribe Gauls,Gauls,21498,,65901
-142,130,Village Vesnice: Mosler,Mosler,254,Tribe Romans,Romans,18879,,62492
-138,60,Village Village de ACAB1871,ACAB1871,254,Tribe Romans,Romans,11304,,53450
