x,y,title,player,population,alliance,tribe,uid,aid,did
-166,80,Village Новая деревня,Sunlife,188,K.B,Gauls,6717,357,71991
-153,-193,Village GoldHorsewoman/sostinė,GoldHorsewoman,188,Tribe Gauls,Gauls,25201,,70454
-146,-66,Village Dorf von Tari,Tari,188,Tribe Gauls,Gauls,12993,,55291
-150,-74,Village _-_,-_-,188,TUCW,Romans,15423,94,72756
-131,-101,Village Aldea de Dsmon,Dsmon,188,Tribe Teutons,Teutons,13828,,56373
-116,88,Village NoFeels,Rhenus&Albis,188,W!LDS,Teutons,7753,39,73854
-120,182,Village 02,player,188,SMLY,Gauls,13920,529,73252
-103,12,Village Blackbox,Skira,188,Tribe Gauls,Gauls,5113,,42875
-91,-48,Village Làng của Tx5,Tx5,188,Tribe Gauls,Gauls,5177,,43168
-66,7,Village Zimt,kräuterstempel,188,SSQ2,Teutons,1861,206,74511
-49,-87,Village Cardig@n,DarkHun,188,Tribe Teutons,Teutons,4836,,42067
-54,-47,Village 02 Selskap,Gykke,188,AO,Gauls,2386,84,73689
-24,183,Village ersa2,ersanvi,188,SSQ3,Teutons,17756,282,74014
-9,197,Village Claudius Nero,Stiven,188,Tribe Romans,Romans,19526,,73975
-6,-190,Village Vesnice: Baloda,Baloda,188,Tribe Gauls,Gauls,18282,,61745
2,-111,Village 01,dcii97,188,Turan,Romans,7663,105,74035
1,-88,Village 01-RIBOU,RIBOU,188,dudu,Gauls,2961,62,72370
-190,-178,Village {1} Freeza,Son Goku,187,NKF-B,Gauls,831,173,73368
-141,61,Village T I C T I V E R 2.0,tictiver,187,K.B,Teutons,11936,357,72523
-125,8,Village Új falu,SmokeHUN,187,Tribe Romans,Romans,8989,,71264
-102,-28,Village Memo Köyü,Memo,187,Tribe Gauls,Gauls,5525,,44192
-89,32,Village Dubová,Izdar,187,Tribe Gauls,Gauls,4269,,72125
-62,61,Village Hoppla,Husbala,187,Tribe Gauls,Gauls,1573,,35041
30,-107,Village Paskuda - Tremtiniai,Paskuda,187,QoQ,Gauls,5584,10,73090
35,33,Village Natars 35|33,Natars,187,Tribe Natars,Natars,1,,19210
-199,-84,Village Osada: mariokD,mariokD,186,Tribe Gauls,Gauls,22785,,67494
198,-9,Village Kraaiennest,Bims,186,-HV-,Gauls,20230,283,73889
-163,-128,Village C-3PO,Bertho4,186,Tribe Romans,Romans,22296,,73721
-130,-166,Village Boblintown,Boblin,186,Tribe Gauls,Gauls,22156,,66699
-107,36,Village ⚫ΜΟΛΩΝ ΛΑΒΕ⚫,HellenicPride,186,W!LDS,Teutons,1054,39,74777
-97,-109,Village 02,Mek71,186,czsk,Romans,712,49,73446
-42,-22,Village Dorf von diddmaster,diddmaster,186,Tribe Gauls,Gauls,824,,19270
-43,88,Village hi5K4MyZ3`s village,hi5K4MyZ3,186,Tribe Romans,Romans,8520,,41930
-15,-43,Village 0,Kompedan,186,TR_,Gauls,4597,268,72392
-18,102,Village kylä,IsoP,186,RGR,Gauls,5531,256,71918
-11,-42,Village Yeni Köy,TR_Timur,186,TR,Teutons,199,28,61784
27,-78,Village Natars 27|-78,Natars,186,Tribe Natars,Natars,1,,34087
-187,-32,Village Dorf von ralle,ralle,185,Tribe Teutons,Teutons,18427,,61951
-140,-99,Village Gravensteen,Belgium,185,Tribe Gauls,Gauls,14874,,57581
-128,-81,Village 03,Fugas,185,AO2,Romans,11232,168,73800
-133,-16,Village Kami,Kamikzz,185,Tribe Gauls,Gauls,9028,,50709
-126,67,Village Aldea de Tripik,Tripik,185,Tribe Gauls,Gauls,10239,,52165
-115,-96,Village 3. AF,Selkan,185,NKF,Teutons,10469,65,74477
-115,-103,Village Strider,GEF,185,NKF-A,Teutons,10777,152,71826
-64,-173,Village Aldea de Alf,Alf,185,Tribe Romans,Romans,17226,,60430
-50,-49,Village 0.01,SIXMA,185,AO2,Teutons,130,168,73778
-11,-172,Village Pelaajan BNJG kylä,BNJG,185,Tribe Gauls,Gauls,15001,,57720
-4,-113,Village KoMpA4pKnE`s village,KoMpA4pKnE,185,Tribe Romans,Romans,9256,,45716
12,-33,Village Natars 12|-33,Natars,185,Tribe Natars,Natars,1,,25050
26,51,Village 00,ZEEEK,185,TUR,Gauls,159,57,69649
-144,-69,Village Nowa osada,domin,184,NKF-B,Teutons,12842,173,73040
-117,-16,Village Desa Karasu,Karasu,184,Tribe Teutons,Teutons,6910,,46750
-104,-147,Village Eden,Maximusus,184,AO3,Romans,14506,223,72333
-103,51,Village rania,rania,184,Tribe Gauls,Gauls,6384,,45972
-78,-174,Village 01,Annalüse,184,DA,Gauls,12172,184,72308
-69,53,Village K02,Kira1995,184,NKF-A,Teutons,3231,152,71731
-46,148,Village Erakko,Beukona,184,Tribe Gauls,Gauls,12114,,54293
-29,-124,Village 00,Cece,184,czskB,Gauls,884,261,72766
-32,-48,Village Osada: ChrisCarson,ChrisCarson,184,Tribe Gauls,Gauls,1413,,22873
-17,-162,Village Declan Rice,BrightGuardian,184,AO2,Gauls,10491,168,70179
-23,44,Village Osada: malygr,malygr,184,Tribe Romans,Romans,1078,,20435
6,178,Village Tempest`s village,Tempest,184,Tribe Gauls,Gauls,16102,,59059
25,197,Village Zehirli Elma Köyü,Zehirli Elma,184,Tribe Gauls,Gauls,20221,,64281
-195,49,Village 龜,cnd,183,TURCO,Romans,18875,322,74859
-190,180,Village Dedina: Wilko,Wilko,183,Tribe Romans,Romans,25888,,71247
-161,-41,Village Andy`s village,Andy,183,Tribe Romans,Romans,14025,,56589
-151,-139,Village Деревня Idlin,Idlin,183,Tribe Gauls,Gauls,21336,,65726
-142,162,Village Veles,RiseToPower,183,KB-2,Romans,2769,118,71801
-130,2,Village NQZ,Goldemon,183,GAUL,Gauls,6955,209,72809
-121,131,Village LtGs1,LtGs,183,duduk,Gauls,15606,280,74485
-96,-89,Village A04,powerclub,183,AO,Teutons,590,84,74735
-102,137,Village Geraltic00,Geraltic,183,SSQ,Gauls,4917,14,71889
-77,-86,Village Natars -77|-86,Natars,183,Tribe Natars,Natars,1,,46223
-72,-186,Village Anex/sostinė,Anex,183,Tribe Romans,Romans,20190,,64246
-20,-163,Village adowSol`s village,adowSol,183,Tribe Gauls,Gauls,13516,,55920
-22,-151,Village LegendAang`s village,LegendAang,183,Tribe Teutons,Teutons,11768,,53938
17,29,Village A lil Crazy-Yeah,Khampa21,183,HZR,Romans,801,1,73664
-198,-33,Village Lakmusas/sostinė,Lakmusas,182,-HV-,Gauls,20657,283,64897
-189,-89,Village Doss,E11tvs,182,NKF-B,Romans,21917,173,73842
-156,3,Village Pelaajan Sisu kylä,Sisu,182,Tribe Gauls,Gauls,12136,,54317
-127,-162,Village Sos1,sos,182,TR_,Teutons,19399,268,73694
-125,4,Village 3,RedFriend,182,NKF,Gauls,6551,65,73550
-77,112,Village Naselje - Julij Cezar IV,Julij Cezar IV,182,Tribe Romans,Romans,9228,,50941
20,-191,Village Aphoteus`s village,Aphoteus,182,Tribe Gauls,Gauls,18807,,62408
-185,-150,Village Aldeia do Rickymsilvars,Rickymsilvars,181,UL,Gauls,24716,493,69837
-177,-180,Village Richard99´s Dorp,Richard99,181,Arrow,Gauls,25498,526,70796
-136,-40,Village clovis´s Dorp,clovis,181,Tribe Gauls,Gauls,10185,,52104
-127,-57,Village Troggy`s village,Troggy,181,Tribe Teutons,Teutons,9719,,51516
-132,141,Village Aldeia do Vitominas39,Vitominas39,181,VII,Gauls,18883,467,62496
-123,183,Village Деревня MrDimasikK,MrDimasikK,181,Tribe Teutons,Teutons,23165,,67969
-107,131,Village Village de tomtom,tomtom,181,Tribe Romans,Romans,14426,,57051
-100,-11,Village Let´s win this,Crazyfizz,181,NKF-A,Teutons,4822,152,72866
-81,72,Village komunál,dabel,181,rock,Romans,5641,130,71805
-65,94,Village Village de Mr.NoBo0dy,Mr.NoBo0dy,181,Roheu,Romans,6331,141,45905
-45,63,Village Neues Dorf,Bobbyto,181,Tribe Teutons,Teutons,1684,,72378
-38,-98,Village ***GG***,David No.1,181,AO3,Romans,4601,223,71764
-44,-4,Village PapaTetas`s village,PapaTetas,181,Tribe Teutons,Teutons,543,,18087
-32,-6,Village Kopp faluja,Kopp,181,Tribe Gauls,Gauls,184,,17463
-29,104,Village Satul lui Marius,Marius,181,Tribe Romans,Romans,5660,,44504
-12,-58,Village Natars -12|-58,Natars,181,Tribe Natars,Natars,1,,22084
-14,91,Village 02,Blackboss,181,RGR,Romans,3432,256,72396
-1,-104,Village Koffing,Pero,181,AO,Gauls,2606,84,73738
25,-128,Village at the end of the fo,hmelj8,181,P.A,Gauls,5251,61,73949
18,-92,Village New village,Erzerk,181,Tribe Gauls,Gauls,3772,,72351
-151,-190,Village Dorf von Shubnigurath,Shubnigurath,180,Tribe Gauls,Gauls,25025,,70254
-154,81,Village IIIopleeIII,sir lee noon,180,K.B,Romans,16732,357,73540
-128,-38,Village xDwalin II,xDwalinn,180,NKF-A,Teutons,6772,152,72110
-111,-103,Village Chemistry laboratory,Radon,180,BO&CO,Gauls,11546,99,53715
-98,-96,Village Nuovo villaggio,MattarellaSSJ,180,TR_,Romans,9277,268,73189
-104,-22,Village MrAlmighty Köyü,MrAlmighty,180,Tribe Gauls,Gauls,5540,,44212
-86,91,Village Nuovo villaggio,vince51,180,B&B™,Gauls,7575,197,68564
-66,99,Village Vesnice: Monki,Monki,180,Tribe Gauls,Gauls,7045,,46962
-7,70,Village 01. Music,LasVegasMan,180,SSQ,Teutons,1926,14,67549
-5,181,Village ThaïïS`s village,ThaïïS,180,PC,Gauls,16597,370,59599
0,-72,Village Napoli,Xia,180,dudus,Romans,2098,214,72383
12,-39,Village Dorf von Tempeljax,Tempeljax,180,Tribe Romans,Romans,410,,17778
26,-69,Village LGPv1hvuE`s village,LGPv1hvuE,180,Tribe Romans,Romans,5166,,30665
-184,106,Village Naselje - bremuda,bremuda,179,#ARV1,Gauls,22215,387,66766
-164,20,Village Osada: bubu43,bubu43,179,Tribe Gauls,Gauls,13599,,56017
-135,-88,Village MikeKVB,GeneralSchwarz,179,Tribe Teutons,Teutons,13164,,55489
-123,-23,Village Bastik_9,BastikG,179,czskB,Teutons,7653,261,71936
-109,132,Village Aragornas`s village,Aragornas,179,RGR,Romans,14790,256,57485
-97,16,Village 01 AEZAKMI,djokoslav,179,KB,Gauls,5018,53,71280
-76,117,Village Burakcigdem Köyü,Burakcigdem,179,ask,Romans,9787,290,51603
-60,-129,Village dot,Asped,179,I.P,Romans,9064,3,73181
-19,-169,Village Nové Dobříčany,LUKINBEBE,179,IV-th,Gauls,11446,181,72743
-7,-196,Village 00,Tome,179,IV-th,Gauls,15146,181,72934
-12,46,Village ThunderT´s Dorp,ThunderT,179,Tribe Gauls,Gauls,1096,,20510
-196,-113,Village Uhlíkov,Carbonium,178,Tribe Gauls,Gauls,23782,,68716
-159,-101,Village TUNA1,TUNA,178,TR_,Romans,17840,268,74048
-93,188,Village ITALIA mast,mast,178,MT,Gauls,21973,257,66459
-81,137,Village Vesnice: sirbobik,sirbobik,178,Tribe Romans,Romans,12755,,55019
-62,8,Village 01,Derek,178,Tribe Gauls,Gauls,1667,,24777
-27,84,Village SEILA,NAOSEI,178,RGR,Romans,3813,256,72188
-3,-34,Village Pelaajan amateur kylä,amateur,178,Tribe Romans,Romans,841,,19369
15,72,Village Natars 15|72,Natars,178,Tribe Natars,Natars,1,,29623
-192,-126,Village Villaggio di Tagan,Tagan,177,Tribe Gauls,Gauls,24102,,69087
-166,-187,Village Deadwood22 Köyü,Deadwood22,177,Tribe Gauls,Gauls,25408,,70690
-170,29,Village Palinuro,Camerotense,177,K.B,Romans,15381,357,73001
-150,-77,Village Caumont-sur-Durance,Mario84510,177,Tribe Romans,Romans,14520,,57164
-146,-17,Village The SECOND,Thannis,177,NKF,Teutons,11571,65,73290
-138,-86,Village Село од grozni,grozni,177,Tribe Gauls,Gauls,13488,,55888
-139,141,Village TapedDuck Köyü,TapedDuck,177,VII,Gauls,19917,467,63913
-67,-114,Village Atlas 1,mertksk,177,prgmn,Gauls,7472,442,73404
-58,-179,Village BalouCity,Balou,177,Tribe Gauls,Gauls,18010,,61416
-43,-84,Village 1,Rotak555,177,czskB,Teutons,3955,261,39079
-31,-43,Village m0amrFn`s village,m0amrFn,177,Tribe Gauls,Gauls,8155,,21163
-27,152,Village H002,HSH,177,APEX,Teutons,3993,90,72616
-8,24,Village CamkV,Evka,177,HZR,Gauls,1037,1,73732
0,-167,Village Hayat,Hayatt,177,Tribe Gauls,Gauls,14087,,56671
15,-54,Village Domovina 2,ondra,177,dudu,Gauls,997,62,73768
19,49,Village Third,ShavePipes,177,P.A,Romans,1232,61,74391
-167,-136,Village Village de silverwood,silverwood,176,IHISP,Romans,22652,428,67313
-114,14,Village Aggelos,Aggelos,176,Tribe Gauls,Gauls,6350,,45931
-113,42,Village deklinacija,forgete,176,fu,Teutons,7196,345,47447
-111,194,Village Dragunov,hasaci,176,SSQ2,Teutons,4779,206,71784
-101,-134,Village Silver,Silver,176,Tribe Romans,Romans,14320,,56940
-83,182,Village Lusifer,Bluekinq,176,PACH,Teutons,19121,452,74072
-70,-196,Village 0.köy,Alpx66,176,TURA7,Gauls,22678,393,74417
-69,-157,Village ThorkX 1,ThorkX,176,IV-th,Gauls,15038,181,73946
-47,111,Village EkMkCi,KuDDo,176,KB-1,Gauls,6842,172,72480
-39,111,Village Nieuw dorp,freddie fish,176,RGR,Teutons,6844,256,73032
-29,83,Village GP,Tshombe,176,SSQ,Gauls,312,14,73840
-8,-26,Village 02,Revenger,176,I.P,Gauls,180,3,62171
3,103,Village Làng của Chiru,Chiru,176,Tribe Gauls,Gauls,5163,,43117
200,107,Village Spanic94 faluja,Spanic94,175,Tribe Gauls,Gauls,23794,,68730
-143,-128,Village Vesnice: SharpGeneral,SharpGeneral,175,RO-77,Gauls,18785,374,62382
-133,-72,Village Eemersfoort´s Dorp,Eemersfoort,175,Tribe Gauls,Gauls,11560,,53729
-117,80,Village 02,WoodAttacker,175,SSQ,Gauls,9636,14,68799
-94,37,Village Capito,TakeMySushi,175,KB-2,Teutons,5041,118,69405
-83,-193,Village New village,Grim Reaper,175,CU+AS,Teutons,922,25,67271
-71,-154,Village Jonny 02,Jonnyf1rst,175,MT,Gauls,14674,257,73230
-29,71,Village Roby`s village,Roby,175,Tribe Romans,Romans,2644,,30523
-13,-58,Village Tomarza,fakarsu,175,TR_,Gauls,1464,268,72214
2,-179,Village V02,Ficheur,175,ww3,Gauls,17656,388,72644
1,49,Village Villaggio di KingFagio,KingFagio,175,Tribe Romans,Romans,899,,19621
-2,109,Village 03. Stavanger,Vergara10,175,CBC,Romans,5767,235,74467
14,96,Village Estraven,Kasprol,175,Tribe Romans,Romans,4553,,41210
16,-49,Village k2s5bNSr`s village,k2s5bNSr,175,Tribe Gauls,Gauls,4824,,19209
27,-192,Village ClooY faluja,ClooY,175,Tribe Teutons,Teutons,19148,,62936
-172,-111,Village Vesnice: WoodWolf,WoodWolf,174,Tribe Gauls,Gauls,21342,,65732
-171,41,Village Vesnice: Little1andOnly,Little1andOnly,174,ČSR,Gauls,15612,139,58485
-160,-38,Village Vesnice: Palcát,Palcát,174,Tribe Gauls,Gauls,13669,,56126
-147,-171,Village Horna,Keisari,174,Tribe Romans,Romans,23674,,68597
-114,144,Village EDA,anilkutluuu,174,KB-2,Romans,13908,118,73113
-98,93,Village *03* Green,Xerxos,174,SSQ3,Romans,9642,282,74455
-93,144,Village Osada: majson99,majson99,174,Tribe Romans,Romans,14796,,57491
-45,164,Village Natars -45|164,Natars,174,Tribe Natars,Natars,1,,57258
-37,-150,Village Drakazas`s village,Drakazas,174,Tribe Gauls,Gauls,12013,,54191
-37,-103,Village Nouveau village,matthieu1312,174,AO2,Gauls,5751,168,71887
-28,98,Village 00001 ⌚⚓⚡✨⛳⛽⏬✅❌⛏⛔❗,Wolverine,174,Tribe Gauls,Gauls,4994,,42510
-8,-112,Village V 2,Plugga,174,Tribe Gauls,Gauls,5952,,72477
-4,-198,Village Cahit145317,Cahit145377,174,ww3,Gauls,19662,388,73391
11,-93,Village Nova aldeia,Ferto-26,174,Tribe Gauls,Gauls,4273,,71968
-186,-97,Village 4,Mancozeb,173,P.A.,Teutons,3710,160,74766
-174,96,Village Деревня HabrokK,HabrokK,173,SG,Romans,20127,481,64172
-115,176,Village woodie97`s village,woodie97,173,Tribe Gauls,Gauls,21970,,66454
-111,193,Village satanpig`s village,satanpig,173,Tribe Gauls,Gauls,23451,,68322
-101,197,Village joauremu`s village,joauremu,173,Tribe Gauls,Gauls,23260,,68084
-97,72,Village Gtod_park,Gtod91,173,0252,Teutons,6825,142,70824
-94,-177,Village Siyah,Geroy,173,IV-th,Romans,2524,181,74255
-88,-21,Village Hub1,Herby,173,Tribe Gauls,Gauls,3860,,37335
-91,84,Village Aldea de PacoTae,PacoTae,173,Tribe Gauls,Gauls,7571,,48257
-76,-79,Village 01-Chefren !,Cheops,173,NKF-B,Teutons,6075,173,71923
-57,-183,Village mert1907 Köyü,mert1907,173,Tribe Gauls,Gauls,18752,,62345
4,-37,Village Parrilha`s village,Parrilha,173,Tribe Gauls,Gauls,894,,19596
15,-72,Village Village de suffren,suffren,173,Tribe Romans,Romans,2380,,29144
25,199,Village Vesnice: SongRaeHoon,SongRaeHoon,173,Cz.Sk,Gauls,20607,361,64833
200,-36,Village the boss II,the boss,172,-HV-,Teutons,21071,283,73397
-200,58,Village Uwukai`s Residenz,Uwukai,172,GER,Teutons,21585,102,66001
-188,-58,Village Dedina: MatusB,MatusB,172,Tribe Gauls,Gauls,19824,,63794
-55,-83,Village aofa2,aofa,172,AO3,Gauls,4656,223,72158
-52,96,Village W01,werner1980,172,KB-1,Teutons,5755,172,73363
-43,68,Village NINJA 02,Tom_Sawyer,172,SSQ3,Gauls,2933,282,74307
14,181,Village Meram,punisher42,172,SSQ3,Teutons,16838,282,73126
16,-38,Village Natars 16|-38,Natars,172,Tribe Natars,Natars,1,,17783
28,-16,Village Leery`s village,Leery,172,Tribe Gauls,Gauls,379,,17729
-195,128,Village UnleashTheGreke`s by,UnleashTheGreke,171,Tribe Teutons,Teutons,24272,,69287
-193,-16,Village Dorf von Barra,Barra,171,Tribe Gauls,Gauls,19222,,63023
-188,67,Village Villaggio di DirtyNatariu,DirtyNatariu,171,Tribe Teutons,Teutons,20318,,64392
-164,-53,Village Natars -164|-53,Natars,171,Tribe Natars,Natars,1,,57779
-157,-54,Village GRI.011´s Dorp,GRI.011,171,WF,Gauls,14021,328,56585
-99,52,Village Village de coco,coco,171,Tribe Romans,Romans,6084,,45406
-85,56,Village Aldeia do Loyal S,Loyal S,171,Tribe Gauls,Gauls,4973,,42452
-64,-137,Village Osada: miglanc23,miglanc23,171,Tribe Gauls,Gauls,11530,,53699
-37,-13,Village Kloster Schäftlarn,Bavarian,171,TR_,Teutons,732,268,74723
-42,54,Village Dorf von Graf_Condor,Graf_Condor,171,Tribe Teutons,Teutons,1965,,26468
-23,-81,Village Stadt 3,Marcurius,171,NKF,Romans,2197,65,73877
0,146,Village Dedina: Yamimaru,Yamimaru,171,Tribe Gauls,Gauls,10761,,52749
200,22,Village STOUT_01,Stout,170,K.B,Gauls,19944,357,73413
-179,64,Village Jap,kepo121,170,Tribe Gauls,Gauls,18312,,61781
-157,74,Village 2,tsel,170,K.B,Gauls,4172,357,74089
-154,26,Village Caeser IV,Caeserea,170,W!LDS,Gauls,7512,39,74565
-131,-173,Village CZŁOWIEK NIETOPERZ,bartek6555,170,CU+AS,Romans,2116,25,72002
-118,-21,Village Aquarium,koiAtHisGlory,170,NKF-A,Gauls,7159,152,72488
-116,83,Village Trap zone,Tektonik,170,KB-2,Teutons,9959,118,73923
-112,14,Village 02 VIVI,Allem,170,Tribe Gauls,Gauls,6163,,73213
-89,180,Village XiloZ Köyü,XiloZ,170,Tribe Gauls,Gauls,20561,,64730
-70,-133,Village X1X,Kaesang,170,AO2,Romans,5311,168,72107
-67,-32,Village Majk`s village,Majk,170,czskB,Gauls,2482,261,29697
-55,12,Village Pezev_Engin Köyü,Pezev_Engin,170,Tribe Romans,Romans,1408,,22793
-43,-149,Village Aldeia do VRGR,VRGR,170,Tribe Romans,Romans,12116,,54295
-25,-126,Village TrueHun Köyü,TrueHun,170,Tribe Gauls,Gauls,8087,,49064
-27,-68,Village dragonforce Köyü,dragonforce,170,Tribe Teutons,Teutons,2376,,29113
-8,-88,Village CHL-2,lemi,170,TUCW,Gauls,3736,94,72896
-12,-61,Village 00,TerrorFR,170,Tribe Teutons,Teutons,1539,,23890
-3,100,Village --3--,Silni,170,APEX,Romans,4921,90,73902
23,199,Village electrodd`s village,electrodd,170,Cz.Sk,Teutons,20424,361,64512
18,6,Village RSD,Kia,170,P.A,Gauls,1540,61,66557
30,-14,Village DarkBuilder faluja,DarkBuilder,170,Tribe Gauls,Gauls,147,,17422
32,147,Village Yeni Köy,Thisismail,170,TUR,Teutons,3299,57,74309
-193,-177,Village 02,adrien2925,169,TURA7,Romans,25780,393,74414
-180,-132,Village Village de Uther,Uther,169,Tribe Gauls,Gauls,23492,,68378
-116,107,Village Kurjak`s village,Kurjak,169,Assos,Teutons,12588,373,54824
-109,119,Village B:,Paladinbee,169,HSL,Romans,13909,367,73325
-100,87,Village GraveDiggerTR Köyü,GraveDiggerTR,169,Roheu,Gauls,8798,141,50260
-76,10,Village mas`s village,mas,169,Tribe Teutons,Teutons,2768,,31165
-80,132,Village TOCA DO LEÃO,BROLY,169,Tribe Romans,Romans,11956,,54131
-74,93,Village Vesnice: Skafan16,Skafan16,169,Bhma,Gauls,6932,295,46772
-48,38,Village momez’s landsby,momez,169,Tribe Gauls,Gauls,1530,,23834
13,149,Village Osada: BattleTeuton,BattleTeuton,169,Tribe Gauls,Gauls,11363,,53511
19,-136,Village Ufrtho`s village,Ufrtho,169,KapZa,Gauls,9354,89,51097
33,-199,Village Parcondicio,Tiny,169,Tribe Romans,Romans,17552,,74835
-168,-61,Village docoofalva faluja,docoofalva,168,WF,Gauls,16316,328,59293
-170,98,Village Village de FIOLE40,FIOLE40,168,SG,Gauls,19491,481,63345
-164,46,Village BigLFGC`s village,BigLFGC,168,Tribe Gauls,Gauls,14574,,57229
-163,92,Village capital goldeg,goldeg,168,SG,Romans,18497,481,73366
-153,-133,Village Gönen,TR_KaRa,168,TR,Gauls,575,28,73769
-141,-169,Village Villaggio di Kat,Kat,168,Tribe Gauls,Gauls,23198,,68009
-108,-74,Village C1,Mu-Peter,168,AO2,Gauls,2910,168,71935
-102,-189,Village DX002-1-1-1-15,DekstrX,168,Tribe Gauls,Gauls,22388,,73449
-53,-137,Village P.J.C,Tillbolger,168,I.P,Romans,9841,3,73342
-52,-124,Village Dzek Sperau,Nubik,168,dudus,Gauls,9823,214,74601
-47,43,Village Vesnice: SYXAisfast,SYXAisfast,168,Tribe Romans,Romans,1754,,25315
-42,-101,Village 02.Muslera,VO45,168,TR,Romans,5871,28,67634
-44,16,Village 02,Djambi,168,Tribe Gauls,Gauls,715,,68523
-33,-108,Village ～M32 ～Roma II,ministro,168,TRN2,Romans,4977,212,72286
-31,29,Village imperium Köyü,imperium,168,Tribe Romans,Romans,480,,17921
-34,178,Village Mallum,Mekke,168,Tribe Gauls,Gauls,16592,,59594
24,112,Village Patagonia Bohemia,Kdabra,168,HZR2,Gauls,6622,92,72116
34,-108,Village Natars 34|-108,Natars,168,Tribe Natars,Natars,1,,45774
-190,9,Village Villaggio di Ales93,Ales93,167,Tribe Gauls,Gauls,18256,,61719
-164,-146,Village Deemol faluja,Deemol,167,MLT,Gauls,23204,499,68017
-149,-163,Village SonundaKurulanKöy,TR_Gorilla,167,TR,Teutons,182,28,64593
-146,103,Village Raków Częstochowa,Meler,167,#ARV1,Gauls,16563,387,73526
-137,103,Village Rinera,Nefritka,167,SSQ,Gauls,641,14,74062
-97,-1,Village Natars -97|-1,Natars,167,Tribe Natars,Natars,1,,41279
-70,72,Village Osada: Gregson85,Gregson85,167,Tribe Gauls,Gauls,4833,,42061
-62,-169,Village Midgard 02,Vikoska,167,czsk,Romans,16639,49,72092
-16,196,Village Aldeia do Afonsinha,Afonsinha,167,Tribe Gauls,Gauls,19746,,63701
-6,139,Village Kasaba,Kasaba,167,GLE,Gauls,9663,539,51455
-3,83,Village Village de TrueSoldier,TrueSoldier,167,Tribe Romans,Romans,3192,,33467
11,148,Village Bosul01,Bosul77,167,H2R2,Gauls,12662,186,72832
6,172,Village Ankara,RusBeyi,167,SSQ3,Romans,15913,282,71877
196,100,Village Villaggio di VULPIX9,VULPIX9,166,Tribe Gauls,Gauls,23085,,67872
-191,58,Village Villaggio di fenix,fenix,166,Tribe Romans,Romans,20296,,64363
-171,-109,Village Romainiai,Reality,166,AO,Romans,6110,84,73998
-174,-22,Village ydlphe`s village,ydlphe,166,Tribe Gauls,Gauls,15604,,58477
-141,-184,Village Dedina: patreez,patreez,166,Tribe Gauls,Gauls,24265,,69280
-134,-166,Village Casa,oracolo,166,Tribe Gauls,Gauls,22399,,66982
-21,58,Village Tracia,bmbarto,166,ADCSP,Romans,1818,477,71980
-16,169,Village Aldeia do Trumpville,Trumpville,166,Tribe Gauls,Gauls,14604,,57261
1,137,Village 71000,archiie,166,Tribe Romans,Romans,8317,,74123
11,-27,Village 03Sozialamt,KeinGeld,166,I.P,Gauls,335,3,74288
30,-63,Village 1,maja,166,TVILG,Romans,25940,488,74720
-182,-184,Village AvadaKedavra,Snitch86,165,Ua,Gauls,7580,151,73304
-153,-6,Village Cold Plains,floyDi,165,NKF-B,Romans,11243,173,73299
-153,34,Village Új falu,Paleee,165,W!LDS,Teutons,1169,39,74744
-146,72,Village Batavia,Batavi,165,Tribe Teutons,Teutons,13527,,72355
-141,-123,Village JEANCITO [2],jeancito25,165,TR_,Romans,14007,268,71960
-137,-114,Village Деревня Технарь,Технарь,165,Tribe Gauls,Gauls,16129,,59087
-109,-57,Village Contra,Pitkin,165,HUNok,Gauls,4085,22,72279
-95,19,Village Swiftwolfx1`s village,Swiftwolfx1,165,Tribe Gauls,Gauls,4474,,40781
-52,-32,Village Karlsonas/sostinė,Karlsonas,165,Tribe Gauls,Gauls,1504,,23678
-39,114,Village Zaxder II,Zaxder,165,KB-1,Gauls,7689,172,72684
-27,87,Village Myster1,Myster,165,RGR,Gauls,4682,256,72272
15,-23,Village 04.HAVANA,Sedium,165,HZR,Teutons,257,1,74610
15,53,Village prfARso`s village,prfARso,165,Tribe Teutons,Teutons,6682,,20906
6,49,Village Graansilo,Forever,165,Hi2.0,Gauls,726,432,72375
8,111,Village U.1,Umit,165,100%,Romans,5997,562,74186
22,172,Village Vihti,R4PA,165,Tribe Gauls,Gauls,15187,,57914
-141,-82,Village 6mn2sp`s village,6mn2sp,164,Tribe Teutons,Teutons,13809,,55890
-124,-30,Village Osada: Maciejinho,Maciejinho,164,Tribe Gauls,Gauls,8205,,49346
-122,182,Village Dedina: Stugg,Stugg,164,Tribe Teutons,Teutons,23041,,67820
-71,151,Village Villaggio di Petrus_Dagorius,Petrus_Dagorius,164,Tribe Gauls,Gauls,14110,,56694
-57,43,Village HOzKJCy0`s village,HOzKJCy0,164,Tribe Teutons,Teutons,9378,,29076
-54,44,Village Natars -54|44,Natars,164,Tribe Natars,Natars,1,,27653
-53,174,Village Ra1Man,RaMan,164,Tribe Gauls,Gauls,17156,,72921
-33,-136,Village Sultanımönü,Thelostboy,164,TRN2,Romans,9545,212,73431
-30,73,Village mistakes x3,mistakes,164,SSQ2,Teutons,2196,206,72703
7,196,Village 02 Panic Builder,2Guys1Hammer,164,QoQ,Teutons,1976,10,72600
18,70,Village Vesnice: Alois,Alois,164,Tribe Gauls,Gauls,2272,,28572
