x,y,type,title,uid,aid,did,player,population,alliance,tribe
-156,1,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-156,2,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,3,village,Village Pelaajan Sisu kylä,12136,,54317,Sisu,182,Tribe Gauls,Gauls
-156,4,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,6,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,7,oasis,Forest,,,,,,,
-156,8,other,{k.fo},,,-1,,,,
-156,9,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-156,10,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,11,other,{k.fo},,,-1,,,,
-156,12,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,13,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,14,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,16,other,Mountain,,,,,,,
-156,17,other,Mountain,,,,,,,
-156,18,village,{k.bt},12227,357,-1,Tarjinka Alliance K.B Tribe Romans,,K.B,Romans
-156,19,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-156,20,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-156,21,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,22,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,23,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,24,village,Village Village de Korne7,12564,,54800,Korne7,13,Tribe Romans,Romans
-156,26,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,27,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,28,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,29,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,30,other,{k.fo},,,-1,,,,
-156,31,village,Village Dedina: kulifaj,12735,,54999,kulifaj,20,Tribe Gauls,Gauls
-156,32,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,33,oasis,Forest,,,,,,,
-156,34,village,Village [02] Unterfranken,12882,,55157,Trudlo,112,Tribe Romans,Romans
-156,36,other,{k.fo},,,-1,,,,
-156,37,other,Mountain,,,,,,,
-156,38,other,Mountain,,,,,,,
-156,39,village,Village eWVCGxw`s village,20459,,55286,eWVCGxw,54,Tribe Romans,Romans
-156,40,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,41,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,42,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-156,43,village,Village Omaha,13887,118,73745,kedyros,97,KB-2,Gauls
-156,44,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,46,oasis,Lake,,,,,,,
-156,47,other,{k.fo},,,-1,,,,
-156,48,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-156,49,oasis,Clay,,,,,,,
-156,50,other,{k.fo},,,-1,,,,
-156,51,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,52,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-156,53,oasis,Forest,,,,,,,
-156,54,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,56,oasis,Clay,,,,,,,
-156,57,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,58,oasis,Lake,,,,,,,
-156,59,other,{k.fo},,,-1,,,,
-156,60,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-156,61,village,Village Naselje - Asterix204,14233,,56850,Asterix204,286,Tribe Gauls,Gauls
-156,62,oasis,Lake,,,,,,,
-156,63,other,{k.fo},,,-1,,,,
-156,64,other,Mountain,,,,,,,
-156,66,oasis,Clay,,,,,,,
-156,67,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-156,68,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-156,69,other,{k.fo},,,-1,,,,
-156,70,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-156,71,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,72,oasis,Forest,,,,,,,
-156,73,village,Village elturco61 Köyü,14932,,57643,elturco61,18,Tribe Teutons,Teutons
-156,74,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-156,76,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,77,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,78,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,79,village,Village BobGuido Köyü,15466,,58321,BobGuido,22,Tribe Gauls,Gauls
-156,80,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,81,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,82,village,Village hungarianwolf faluja,15676,,58564,hungarianwolf,10,Tribe Romans,Romans
-156,83,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,84,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,86,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,87,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,88,village,Village Propolis,16199,387,59160,CiadsVII,360,#ARV1,Romans
-156,89,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,90,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,91,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-156,92,village,Village Sapphael`s village,16557,,59558,Sapphael,14,Tribe Gauls,Gauls
-156,93,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-156,94,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,96,other,Mountain,,,,,,,
-156,97,other,Mountain,,,,,,,
-156,98,other,{k.fo},,,-1,,,,
-156,99,other,{k.fo},,,-1,,,,
-156,100,other,{k.fo},,,-1,,,,
-156,101,village,Village Vesnice: LewdAngel,17529,,60826,LewdAngel,19,Tribe Gauls,Gauls
-156,102,oasis,Forest,,,,,,,
-156,103,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,104,village,Village pro062`s village,17719,,61067,pro062,32,Tribe Gauls,Gauls
-156,106,village,Village Juga faluja,18137,467,61568,Juga,159,VII,Romans
-156,107,other,{k.fo},,,-1,,,,
-156,108,oasis,Lake,,,,,,,
-156,109,oasis,Lake,,,,,,,
-156,110,other,{k.fo},,,-1,,,,
-156,111,village,Village Dedina: romanko,18499,,62043,romanko,26,Tribe Romans,Romans
-156,112,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,113,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,114,other,{k.fo},,,-1,,,,
-156,116,other,Mountain,,,,,,,
-156,117,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,118,other,Mountain,,,,,,,
-156,119,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,120,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,121,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-156,122,oasis,Lake,,,,,,,
-156,123,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-156,124,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,126,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,127,oasis,Clay,,,,,,,
-156,128,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,129,oasis,Forest,,,,,,,
-156,130,other,{k.fo},,,-1,,,,
-156,131,other,Mountain,,,,,,,
-156,132,oasis,Forest,,,,,,,
-156,133,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,134,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,136,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,137,other,{k.fo},,,-1,,,,
-156,138,other,Mountain,,,,,,,
-156,139,oasis,Forest,,,,,,,
-156,140,village,Village domo`s village,21959,,66442,domo,64,Tribe Gauls,Gauls
-156,141,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,142,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,143,other,{k.fo},,,-1,,,,
-156,144,village,Village Pelaajan Tuhoaja kylä,22226,,66788,Tuhoaja,28,Tribe Gauls,Gauls
-156,146,village,Village Деревня Volodimir,22456,,67049,Volodimir,295,Tribe Romans,Romans
-156,147,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,148,other,Mountain,,,,,,,
-156,149,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,150,oasis,Forest,,,,,,,
-156,151,village,Village Osada: ziuta,22821,,67535,ziuta,11,Tribe Gauls,Gauls
-156,152,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,153,other,{k.fo},,,-1,,,,
-156,154,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,156,other,{k.fo},,,-1,,,,
-156,157,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,158,village,Village Village de mickateur,23337,,68176,mickateur,27,Tribe Teutons,Teutons
-156,159,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-156,160,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,161,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-156,162,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-156,163,other,{k.fo},,,-1,,,,
-156,164,village,Village Mafrinni,23721,467,68649,WiseBeast,198,VII,Romans
-156,166,unoccupied,Unoccupied 5-3-4-6,,,,,,,
-156,167,other,{k.fo},,,-1,,,,
-156,168,village,Village Villaggio di bite20,23970,,68934,bite20,96,Tribe Romans,Romans
-156,169,oasis,Forest,,,,,,,
-156,170,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-156,171,village,Village Natars -156|171,1,,69134,Natars,14,Tribe Natars,Natars
-156,172,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,173,other,Mountain,,,,,,,
-156,174,other,Mountain,,,,,,,
-156,176,other,{k.fo},,,-1,,,,
-156,177,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-156,178,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,179,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,180,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,181,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-156,182,oasis,Forest,,,,,,,
-156,183,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-156,184,village,Village Dorf von Levoo,24876,,70036,Levoo,10,Tribe Gauls,Gauls
-156,186,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,187,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-156,188,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-156,189,oasis,Lake,,,,,,,
-156,190,oasis,Lake,,,,,,,
-156,191,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,192,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-156,193,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-156,194,other,{k.fo},,,-1,,,,
-156,196,village,Village Québec,8269,102,72802,Strasbourg,202,GER,Romans
-156,197,oasis,Clay,,,,,,,
-156,198,oasis,Clay,,,,,,,
-156,199,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-156,200,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-200,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-199,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-198,village,Village 000,25436,393,70721,Bear,409,TURA7,Romans
-155,-197,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-196,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,-194,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-155,-193,village,Village mamfi`s village,25263,,70523,mamfi,13,Tribe Gauls,Gauls
-155,-192,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-191,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-190,village,Village hutopia`s village,25105,,70344,hutopia,205,Tribe Gauls,Gauls
-155,-189,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-155,-188,village,Village Natars -155|-188,1,,70329,Natars,15,Tribe Natars,Natars
-155,-187,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-155,-186,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-184,oasis,Lake,,,,,,,
-155,-183,oasis,Forest,,,,,,,
-155,-182,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-181,village,Village Dorf von CrazyRey,24687,,69804,CrazyRey,13,Tribe Romans,Romans
-155,-180,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-179,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,-178,village,Village GeKz`s village,24567,,69658,GeKz,24,Tribe Gauls,Gauls
-155,-177,oasis,Forest,,,,,,,
-155,-176,oasis,Forest,,,,,,,
-155,-174,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-173,village,Village Villaggio di bubu,24266,,69281,bubu,195,Tribe Teutons,Teutons
-155,-172,oasis,Forest,,,,,,,
-155,-171,village,Village Osada: JointManiac,24181,,69175,JointManiac,9,Tribe Gauls,Gauls
-155,-170,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,-169,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-155,-168,other,Mountain,,,,,,,
-155,-167,village,Village Dorf von Dimi1999,23925,,68878,Dimi1999,77,Tribe Gauls,Gauls
-155,-166,oasis,Forest,,,,,,,
-155,-164,oasis,Clay,,,,,,,
-155,-163,village,Village Lithue`s village,23677,,68601,Lithue,9,Tribe Gauls,Gauls
-155,-162,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-161,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-160,other,{k.fo},,,-1,,,,
-155,-159,village,Village CymeRia Köyü,23392,,68242,CymeRia,9,Tribe Gauls,Gauls
-155,-158,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-157,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-156,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-154,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-153,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-152,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-151,oasis,Lake,,,,,,,
-155,-150,oasis,Lake,,,,,,,
-155,-149,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,-148,oasis,Forest,,,,,,,
-155,-147,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-155,-146,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-144,other,{k.fo},,,-1,,,,
-155,-143,other,Mountain,,,,,,,
-155,-142,other,{k.fo},,,-1,,,,
-155,-141,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-140,village,Village Village de ShadowFriend,21912,,66367,ShadowFriend,12,Tribe Gauls,Gauls
-155,-139,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-155,-138,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-137,oasis,Forest,,,,,,,
-155,-136,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-155,-134,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-155,-133,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,-132,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-155,-131,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-130,village,Village Natars -155|-130,1,,65092,Natars,8,Tribe Natars,Natars
-155,-129,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-128,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-127,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-126,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-155,-124,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-123,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-122,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-121,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-120,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,-119,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-118,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-117,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-155,-116,village,Village 001,9433,25,72303,Profesija,214,CU+AS,Romans
-155,-114,oasis,Lake,,,,,,,
-155,-113,other,{k.fo},,,-1,,,,
-155,-112,village,Village Villaggio di gigwttoculo,18629,,62203,gigwttoculo,11,Tribe Gauls,Gauls
-155,-111,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-155,-110,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-109,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-108,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-107,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-106,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-104,oasis,Lake,,,,,,,
-155,-103,other,{k.fo},,,-1,,,,
-155,-102,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-101,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-155,-100,other,{k.fo},,,-1,,,,
-155,-99,other,{k.fo},,,-1,,,,
-155,-98,village,Village O,17454,268,72664,Ok7,278,TR_,Gauls
-155,-97,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-96,oasis,Forest,,,,,,,
-155,-94,oasis,Forest,,,,,,,
-155,-93,other,Mountain,,,,,,,
-155,-92,village,{k.bt},16305,,-1,Oyunbozan1299 Alliance Tribe Gauls,,Tribe Gauls,Gauls
-155,-91,village,Village Bisky Köyü,16481,,59477,Bisky,25,Tribe Teutons,Teutons
-155,-90,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,-89,village,Village Aldeia do green90,16308,,59285,green90,10,Tribe Gauls,Gauls
-155,-88,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-155,-87,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-86,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-84,village,Village Vesnice: Grigi23,15789,,58698,Grigi23,10,Tribe Gauls,Gauls
-155,-83,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-82,oasis,Forest,,,,,,,
-155,-81,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-80,village,Village Village de toutoune25,15422,,58249,toutoune25,101,Tribe Gauls,Gauls
-155,-79,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-155,-78,other,{k.fo},,,-1,,,,
-155,-77,other,Mountain,,,,,,,
-155,-76,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-74,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-155,-73,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-72,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-71,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-70,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-69,oasis,Forest,,,,,,,
-155,-68,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-67,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-155,-66,village,Village yart`s village,14339,,56959,yart,15,Tribe Romans,Romans
-155,-64,village,Village Village de wyllax,14341,,56961,wyllax,37,Tribe Romans,Romans
-155,-63,oasis,Forest,,,,,,,
-155,-62,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-61,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-60,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-59,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-58,oasis,Forest,,,,,,,
-155,-57,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-56,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-54,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-53,oasis,Lake,,,,,,,
-155,-52,other,{k.fo},,,-1,,,,
-155,-51,village,Village Villaggio di diablo89,13497,,55898,diablo89,16,Tribe Romans,Romans
-155,-50,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-49,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-48,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-47,oasis,Forest,,,,,,,
-155,-46,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-44,other,{k.fo},,,-1,,,,
-155,-43,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-42,village,Village Hari`s village,13172,,55497,Hari,10,Tribe Gauls,Gauls
-155,-41,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-155,-40,village,Village Lusitana,13000,,55298,notorious,575,Tribe Romans,Romans
-155,-39,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-38,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-155,-37,oasis,Forest,,,,,,,
-155,-36,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-34,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-33,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-32,other,{k.fo},,,-1,,,,
-155,-31,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-30,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-29,oasis,Clay,,,,,,,
-155,-28,unoccupied,Unoccupied 3-4-5-6,,,,,,,
-155,-27,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-26,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-24,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,-23,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-22,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-21,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,-20,village,Village Osada: NightHun,12377,,54589,NightHun,80,Tribe Gauls,Gauls
-155,-19,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,-18,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,-17,oasis,Forest,,,,,,,
-155,-16,other,{k.fo},,,-1,,,,
-155,-14,other,{k.fo},,,-1,,,,
-155,-13,oasis,Forest,,,,,,,
-155,-12,other,{k.fo},,,-1,,,,
-155,-11,other,{k.fo},,,-1,,,,
-155,-10,village,Village cakiroglufurkan Köyü,12203,,54407,cakiroglufurkan,15,Tribe Teutons,Teutons
-155,-9,village,Village Nová vesnice,12204,515,74642,marty9723,3,#Gaul,Gauls
-155,-8,village,Village Kdovíkov,12204,515,54408,marty9723,295,#Gaul,Gauls
-155,-7,other,{k.fo},,,-1,,,,
-155,-6,other,{k.fo},,,-1,,,,
-155,-4,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-3,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,-2,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,-1,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,0,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,1,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,2,oasis,Forest,,,,,,,
-155,3,oasis,Forest,,,,,,,
-155,4,village,Village mhmtkkale Köyü,11968,,54143,mhmtkkale,101,Tribe Teutons,Teutons
-155,6,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,7,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,8,oasis,Clay,,,,,,,
-155,9,unoccupied,Unoccupied 3-4-4-7,,,,,,,
-155,10,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,11,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,12,village,Village semih26 Köyü,11969,357,54144,semih26,345,K.B,Teutons
-155,13,other,{k.fo},,,-1,,,,
-155,14,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,16,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,17,other,Mountain,,,,,,,
-155,18,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,19,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,20,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,21,village,Village Avantasia,12227,357,54438,Tarjinka,475,K.B,Romans
-155,22,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,23,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,24,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,26,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,27,other,{k.fo},,,-1,,,,
-155,28,other,{k.fo},,,-1,,,,
-155,29,oasis,Lake,,,,,,,
-155,30,oasis,Lake,,,,,,,
-155,31,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,32,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,33,village,Village Dutchgirl69´s Dorp,12570,,54806,Dutchgirl69,24,Tribe Gauls,Gauls
-155,34,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,36,oasis,Forest,,,,,,,
-155,37,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,38,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,39,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-155,40,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-155,41,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,42,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,43,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,44,village,Village Градът на Wolpen,13023,,55321,Wolpen,11,Tribe Gauls,Gauls
-155,46,other,{k.fo},,,-1,,,,
-155,47,oasis,Lake,,,,,,,
-155,48,village,Village Aldea de Isra,13125,,55449,Isra,12,Tribe Teutons,Teutons
-155,49,other,{k.fo},,,-1,,,,
-155,50,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,51,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,52,other,{k.fo},,,-1,,,,
-155,53,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,54,other,{k.fo},,,-1,,,,
-155,56,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,57,unoccupied,Unoccupied 4-3-4-7,,,,,,,
-155,58,oasis,Lake,,,,,,,
-155,59,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-155,60,village,Village Südstadt,14006,35,56568,Philipp,304,B&B,Gauls
-155,61,oasis,Forest,,,,,,,
-155,62,oasis,Lake,,,,,,,
-155,63,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,64,other,Mountain,,,,,,,
-155,66,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,67,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,68,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,69,other,{k.fo},,,-1,,,,
-155,70,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,71,oasis,Forest,,,,,,,
-155,72,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,73,oasis,Clay,,,,,,,
-155,74,oasis,Clay,,,,,,,
-155,76,other,{k.fo},,,-1,,,,
-155,77,other,Mountain,,,,,,,
-155,78,other,{k.fo},,,-1,,,,
-155,79,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,80,unoccupied,Unoccupied 4-4-4-6,,,,,,,
-155,81,other,{k.fo},,,-1,,,,
-155,82,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,83,unoccupied,Unoccupied 4-4-3-7,,,,,,,
-155,84,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,86,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,87,unoccupied,Unoccupied 4-5-3-6,,,,,,,
-155,88,oasis,Forest,,,,,,,
-155,89,unoccupied,Unoccupied 3-3-3-9,,,,,,,
-155,90,unoccupied,Unoccupied 1-1-1-15,,,,,,,
-155,91,village,Village Vesnice: sadluck,16377,,59356,sadluck,8,Tribe Gauls,Gauls
-155,92,unoccupied,Unoccupied 4-4-4-6,,,,,,,
